,drug_a_name,drug_b_name,cell_line,synergy,fold
AZD1775_ABT-888_COLO320DM,AZD1775,ABT-888,COLO320DM,0.042130159116903806,2
AZD1775_ABT-888_DLD1,AZD1775,ABT-888,DLD1,-0.007017552563718658,2
AZD1775_ABT-888_EFM192B,AZD1775,ABT-888,EFM192B,-0.058328451318177266,2
AZD1775_ABT-888_ES2,AZD1775,ABT-888,ES2,-0.01599831336403782,2
AZD1775_ABT-888_HCT116,AZD1775,ABT-888,HCT116,-0.05222789100704389,2
AZD1775_ABT-888_HT144,AZD1775,ABT-888,HT144,-0.02500216446064065,2
AZD1775_ABT-888_HT29,AZD1775,ABT-888,HT29,0.04193032324370493,2
AZD1775_ABT-888_KPL1,AZD1775,ABT-888,KPL1,-0.00916623884736438,2
AZD1775_ABT-888_LNCAP,AZD1775,ABT-888,LNCAP,-0.10668938232097627,2
AZD1775_ABT-888_LOVO,AZD1775,ABT-888,LOVO,-0.07331498172750342,2
AZD1775_ABT-888_MDAMB436,AZD1775,ABT-888,MDAMB436,0.012175836025322878,2
AZD1775_ABT-888_MSTO,AZD1775,ABT-888,MSTO,0.07719835914181679,2
AZD1775_ABT-888_NCIH1650,AZD1775,ABT-888,NCIH1650,-0.0795976531455193,2
AZD1775_ABT-888_NCIH2122,AZD1775,ABT-888,NCIH2122,-0.01827533060793495,2
AZD1775_ABT-888_NCIH23,AZD1775,ABT-888,NCIH23,-0.01173586199808435,2
AZD1775_ABT-888_NCIH460,AZD1775,ABT-888,NCIH460,-0.05063075383669208,2
AZD1775_ABT-888_NCIH520,AZD1775,ABT-888,NCIH520,-0.021891800259774184,2
AZD1775_ABT-888_OCUBM,AZD1775,ABT-888,OCUBM,0.016464747540694387,2
AZD1775_ABT-888_OV90,AZD1775,ABT-888,OV90,-0.0689468503278314,2
AZD1775_ABT-888_OVCAR3,AZD1775,ABT-888,OVCAR3,0.048261968433344724,2
AZD1775_ABT-888_PA1,AZD1775,ABT-888,PA1,0.020919422861191132,2
AZD1775_ABT-888_RKO,AZD1775,ABT-888,RKO,-0.028264479011678847,2
AZD1775_ABT-888_RPMI7951,AZD1775,ABT-888,RPMI7951,-0.05240327427735455,2
AZD1775_ABT-888_SKMEL30,AZD1775,ABT-888,SKMEL30,-0.03199850885612626,2
AZD1775_ABT-888_SKMES1,AZD1775,ABT-888,SKMES1,0.020446730242404794,2
AZD1775_ABT-888_SKOV3,AZD1775,ABT-888,SKOV3,0.00903871509981561,2
AZD1775_ABT-888_SW620,AZD1775,ABT-888,SW620,-0.023464867571620373,2
AZD1775_ABT-888_SW837,AZD1775,ABT-888,SW837,-0.09567442568163528,2
AZD1775_ABT-888_T47D,AZD1775,ABT-888,T47D,-0.010056380921011757,2
AZD1775_ABT-888_UACC62,AZD1775,ABT-888,UACC62,0.03172846258733408,2
AZD1775_ABT-888_UWB1289BRCA1,AZD1775,ABT-888,UWB1289BRCA1,-0.04053548008578828,2
AZD1775_ABT-888_UWB1289,AZD1775,ABT-888,UWB1289,-0.07182363523665754,2
AZD1775_ABT-888_VCAP,AZD1775,ABT-888,VCAP,-0.0447191300813167,2
AZD1775_ABT-888_ZR751,AZD1775,ABT-888,ZR751,-0.2110967915483194,2
AZD1775_BEZ-235_A2058,AZD1775,BEZ-235,A2058,0.04716918712962401,4
AZD1775_BEZ-235_A2058,AZD1775,BEZ-235,A2058,0.04716918712962401,4
AZD1775_BEZ-235_A2780,AZD1775,BEZ-235,A2780,0.13443855255376816,4
AZD1775_BEZ-235_A375,AZD1775,BEZ-235,A375,0.19748351878118575,4
AZD1775_BEZ-235_A375,AZD1775,BEZ-235,A375,0.19748351878118575,4
AZD1775_BEZ-235_A427,AZD1775,BEZ-235,A427,0.028684315961482312,4
AZD1775_BEZ-235_A427,AZD1775,BEZ-235,A427,0.028684315961482312,4
AZD1775_BEZ-235_CAOV3,AZD1775,BEZ-235,CAOV3,0.01790698478825889,4
AZD1775_BEZ-235_CAOV3,AZD1775,BEZ-235,CAOV3,0.01790698478825889,4
AZD1775_BEZ-235_COLO320DM,AZD1775,BEZ-235,COLO320DM,0.041915157195498334,4
AZD1775_BEZ-235_COLO320DM,AZD1775,BEZ-235,COLO320DM,0.041915157195498334,4
AZD1775_BEZ-235_DLD1,AZD1775,BEZ-235,DLD1,0.08974574471590627,4
AZD1775_BEZ-235_EFM192B,AZD1775,BEZ-235,EFM192B,0.021765667242991144,4
AZD1775_BEZ-235_EFM192B,AZD1775,BEZ-235,EFM192B,0.021765667242991144,4
AZD1775_BEZ-235_ES2,AZD1775,BEZ-235,ES2,0.05442570729956607,4
AZD1775_BEZ-235_ES2,AZD1775,BEZ-235,ES2,0.05442570729956607,4
AZD1775_BEZ-235_HCT116,AZD1775,BEZ-235,HCT116,0.11377998152898969,4
AZD1775_BEZ-235_HCT116,AZD1775,BEZ-235,HCT116,0.11377998152898969,4
AZD1775_BEZ-235_HT144,AZD1775,BEZ-235,HT144,0.06703837225802906,4
AZD1775_BEZ-235_HT29,AZD1775,BEZ-235,HT29,0.052835212175647205,4
AZD1775_BEZ-235_HT29,AZD1775,BEZ-235,HT29,0.052835212175647205,4
AZD1775_BEZ-235_KPL1,AZD1775,BEZ-235,KPL1,0.022977325574833066,4
AZD1775_BEZ-235_LNCAP,AZD1775,BEZ-235,LNCAP,-0.006685289368485062,4
AZD1775_BEZ-235_LOVO,AZD1775,BEZ-235,LOVO,-0.05792031177791558,4
AZD1775_BEZ-235_LOVO,AZD1775,BEZ-235,LOVO,-0.05792031177791558,4
AZD1775_BEZ-235_MDAMB436,AZD1775,BEZ-235,MDAMB436,0.06639790969259697,4
AZD1775_BEZ-235_MSTO,AZD1775,BEZ-235,MSTO,0.15279100368712925,4
AZD1775_BEZ-235_NCIH1650,AZD1775,BEZ-235,NCIH1650,0.010235979300309242,4
AZD1775_BEZ-235_NCIH1650,AZD1775,BEZ-235,NCIH1650,0.010235979300309242,4
AZD1775_BEZ-235_NCIH2122,AZD1775,BEZ-235,NCIH2122,0.024966935547035635,4
AZD1775_BEZ-235_NCIH2122,AZD1775,BEZ-235,NCIH2122,0.024966935547035635,4
AZD1775_BEZ-235_NCIH23,AZD1775,BEZ-235,NCIH23,0.030565569999099408,4
AZD1775_BEZ-235_NCIH23,AZD1775,BEZ-235,NCIH23,0.030565569999099408,4
AZD1775_BEZ-235_NCIH460,AZD1775,BEZ-235,NCIH460,0.12236763083434167,4
AZD1775_BEZ-235_NCIH520,AZD1775,BEZ-235,NCIH520,0.11566302854387372,4
AZD1775_BEZ-235_OCUBM,AZD1775,BEZ-235,OCUBM,0.07577599432588039,4
AZD1775_BEZ-235_OV90,AZD1775,BEZ-235,OV90,0.026952894269452195,4
AZD1775_BEZ-235_OVCAR3,AZD1775,BEZ-235,OVCAR3,0.06678067508712882,4
AZD1775_BEZ-235_PA1,AZD1775,BEZ-235,PA1,0.04967940597105657,4
AZD1775_BEZ-235_PA1,AZD1775,BEZ-235,PA1,0.04967940597105657,4
AZD1775_BEZ-235_RKO,AZD1775,BEZ-235,RKO,0.11158986141731059,4
AZD1775_BEZ-235_RPMI7951,AZD1775,BEZ-235,RPMI7951,0.06710712215921895,4
AZD1775_BEZ-235_SKMEL30,AZD1775,BEZ-235,SKMEL30,0.05972918354003929,4
AZD1775_BEZ-235_SKMES1,AZD1775,BEZ-235,SKMES1,0.060045579205764345,4
AZD1775_BEZ-235_SKOV3,AZD1775,BEZ-235,SKOV3,0.05753015730610756,4
AZD1775_BEZ-235_SW620,AZD1775,BEZ-235,SW620,0.040727378467921266,4
AZD1775_BEZ-235_SW620,AZD1775,BEZ-235,SW620,0.040727378467921266,4
AZD1775_BEZ-235_SW837,AZD1775,BEZ-235,SW837,0.0789376583662583,4
AZD1775_BEZ-235_T47D,AZD1775,BEZ-235,T47D,0.13144928558222502,4
AZD1775_BEZ-235_UACC62,AZD1775,BEZ-235,UACC62,0.04800725029375022,4
AZD1775_BEZ-235_UWB1289BRCA1,AZD1775,BEZ-235,UWB1289BRCA1,0.030174644229331842,4
AZD1775_BEZ-235_UWB1289,AZD1775,BEZ-235,UWB1289,0.010314108434967228,4
AZD1775_BEZ-235_VCAP,AZD1775,BEZ-235,VCAP,0.037493485947359254,4
AZD1775_BEZ-235_ZR751,AZD1775,BEZ-235,ZR751,-0.02815581697132961,4
AZD1775_BORTEZOMIB_A2058,AZD1775,BORTEZOMIB,A2058,-0.002450508789483296,2
AZD1775_BORTEZOMIB_A2780,AZD1775,BORTEZOMIB,A2780,0.027587931404660725,2
AZD1775_BORTEZOMIB_A375,AZD1775,BORTEZOMIB,A375,-0.031982132315878396,2
AZD1775_BORTEZOMIB_A427,AZD1775,BORTEZOMIB,A427,-0.019062537852017405,2
AZD1775_BORTEZOMIB_CAOV3,AZD1775,BORTEZOMIB,CAOV3,0.011518079284986556,2
AZD1775_BORTEZOMIB_COLO320DM,AZD1775,BORTEZOMIB,COLO320DM,0.08054867672352602,2
AZD1775_BORTEZOMIB_DLD1,AZD1775,BORTEZOMIB,DLD1,0.01476453187064785,2
AZD1775_BORTEZOMIB_EFM192B,AZD1775,BORTEZOMIB,EFM192B,-0.037662583121157805,2
AZD1775_BORTEZOMIB_ES2,AZD1775,BORTEZOMIB,ES2,0.04439403838444057,2
AZD1775_BORTEZOMIB_HCT116,AZD1775,BORTEZOMIB,HCT116,-0.012316195116337775,2
AZD1775_BORTEZOMIB_HT144,AZD1775,BORTEZOMIB,HT144,-0.014955229954385765,2
AZD1775_BORTEZOMIB_HT29,AZD1775,BORTEZOMIB,HT29,-0.00562029844028869,2
AZD1775_BORTEZOMIB_KPL1,AZD1775,BORTEZOMIB,KPL1,-0.057050295627405614,2
AZD1775_BORTEZOMIB_LNCAP,AZD1775,BORTEZOMIB,LNCAP,-0.051094576111329296,2
AZD1775_BORTEZOMIB_LOVO,AZD1775,BORTEZOMIB,LOVO,-0.042390497913118996,2
AZD1775_BORTEZOMIB_MDAMB436,AZD1775,BORTEZOMIB,MDAMB436,0.010561379592634642,2
AZD1775_BORTEZOMIB_MSTO,AZD1775,BORTEZOMIB,MSTO,0.21590589354360715,2
AZD1775_BORTEZOMIB_NCIH1650,AZD1775,BORTEZOMIB,NCIH1650,-0.08027572001267053,2
AZD1775_BORTEZOMIB_NCIH2122,AZD1775,BORTEZOMIB,NCIH2122,0.11166584619317582,2
AZD1775_BORTEZOMIB_NCIH23,AZD1775,BORTEZOMIB,NCIH23,-0.00825235474060083,2
AZD1775_BORTEZOMIB_NCIH460,AZD1775,BORTEZOMIB,NCIH460,0.02016507718642977,2
AZD1775_BORTEZOMIB_NCIH520,AZD1775,BORTEZOMIB,NCIH520,0.006683393356270297,2
AZD1775_BORTEZOMIB_OCUBM,AZD1775,BORTEZOMIB,OCUBM,0.012478852464843697,2
AZD1775_BORTEZOMIB_OV90,AZD1775,BORTEZOMIB,OV90,-0.03374234493882029,2
AZD1775_BORTEZOMIB_OVCAR3,AZD1775,BORTEZOMIB,OVCAR3,0.0004328489992704936,2
AZD1775_BORTEZOMIB_PA1,AZD1775,BORTEZOMIB,PA1,0.012273504383962549,2
AZD1775_BORTEZOMIB_RKO,AZD1775,BORTEZOMIB,RKO,-0.009222149817392045,2
AZD1775_BORTEZOMIB_RPMI7951,AZD1775,BORTEZOMIB,RPMI7951,-0.017605702921005086,2
AZD1775_BORTEZOMIB_SKMEL30,AZD1775,BORTEZOMIB,SKMEL30,-0.008914329402858166,2
AZD1775_BORTEZOMIB_SKMES1,AZD1775,BORTEZOMIB,SKMES1,-0.0181148231238262,2
AZD1775_BORTEZOMIB_SKOV3,AZD1775,BORTEZOMIB,SKOV3,-0.014352762853972995,2
AZD1775_BORTEZOMIB_SW620,AZD1775,BORTEZOMIB,SW620,-0.0010691654816794237,2
AZD1775_BORTEZOMIB_SW837,AZD1775,BORTEZOMIB,SW837,0.01716620518324785,2
AZD1775_BORTEZOMIB_T47D,AZD1775,BORTEZOMIB,T47D,0.012581342290996098,2
AZD1775_BORTEZOMIB_UACC62,AZD1775,BORTEZOMIB,UACC62,0.0007137567984725965,2
AZD1775_BORTEZOMIB_UWB1289BRCA1,AZD1775,BORTEZOMIB,UWB1289BRCA1,-0.011511340845082353,2
AZD1775_BORTEZOMIB_UWB1289,AZD1775,BORTEZOMIB,UWB1289,-0.017311535482784468,2
AZD1775_BORTEZOMIB_VCAP,AZD1775,BORTEZOMIB,VCAP,-0.03138735563856384,2
AZD1775_BORTEZOMIB_ZR751,AZD1775,BORTEZOMIB,ZR751,-0.014801520664288855,2
AZD1775_DASATINIB_A2058,AZD1775,DASATINIB,A2058,0.07854059319746352,3
AZD1775_DASATINIB_A2058,AZD1775,DASATINIB,A2058,0.07854059319746352,3
AZD1775_DASATINIB_A2780,AZD1775,DASATINIB,A2780,0.24358542059418672,3
AZD1775_DASATINIB_A375,AZD1775,DASATINIB,A375,0.23185137682384976,3
AZD1775_DASATINIB_A375,AZD1775,DASATINIB,A375,0.23185137682384976,3
AZD1775_DASATINIB_A427,AZD1775,DASATINIB,A427,0.04930009969728394,3
AZD1775_DASATINIB_A427,AZD1775,DASATINIB,A427,0.04930009969728394,3
AZD1775_DASATINIB_CAOV3,AZD1775,DASATINIB,CAOV3,-0.012771134928672963,3
AZD1775_DASATINIB_CAOV3,AZD1775,DASATINIB,CAOV3,-0.012771134928672963,3
AZD1775_DASATINIB_COLO320DM,AZD1775,DASATINIB,COLO320DM,0.06626749761067208,3
AZD1775_DASATINIB_COLO320DM,AZD1775,DASATINIB,COLO320DM,0.06626749761067208,3
AZD1775_DASATINIB_DLD1,AZD1775,DASATINIB,DLD1,0.10515452885135668,3
AZD1775_DASATINIB_EFM192B,AZD1775,DASATINIB,EFM192B,-0.0018407220142258457,3
AZD1775_DASATINIB_EFM192B,AZD1775,DASATINIB,EFM192B,-0.0018407220142258457,3
AZD1775_DASATINIB_ES2,AZD1775,DASATINIB,ES2,0.13319082436244933,3
AZD1775_DASATINIB_ES2,AZD1775,DASATINIB,ES2,0.13319082436244933,3
AZD1775_DASATINIB_HCT116,AZD1775,DASATINIB,HCT116,0.18063929407048607,3
AZD1775_DASATINIB_HCT116,AZD1775,DASATINIB,HCT116,0.18063929407048607,3
AZD1775_DASATINIB_HT144,AZD1775,DASATINIB,HT144,0.0749694482606072,3
AZD1775_DASATINIB_HT29,AZD1775,DASATINIB,HT29,0.04656203383622815,3
AZD1775_DASATINIB_HT29,AZD1775,DASATINIB,HT29,0.04656203383622815,3
AZD1775_DASATINIB_KPL1,AZD1775,DASATINIB,KPL1,0.08935542597945398,3
AZD1775_DASATINIB_LNCAP,AZD1775,DASATINIB,LNCAP,-0.009569145813381086,3
AZD1775_DASATINIB_LOVO,AZD1775,DASATINIB,LOVO,-0.03371997249107034,3
AZD1775_DASATINIB_LOVO,AZD1775,DASATINIB,LOVO,-0.03371997249107034,3
AZD1775_DASATINIB_MDAMB436,AZD1775,DASATINIB,MDAMB436,0.12018914834943278,3
AZD1775_DASATINIB_MSTO,AZD1775,DASATINIB,MSTO,0.22469320813763594,3
AZD1775_DASATINIB_NCIH1650,AZD1775,DASATINIB,NCIH1650,0.016836887142790916,3
AZD1775_DASATINIB_NCIH1650,AZD1775,DASATINIB,NCIH1650,0.016836887142790916,3
AZD1775_DASATINIB_NCIH2122,AZD1775,DASATINIB,NCIH2122,0.09815933373237838,3
AZD1775_DASATINIB_NCIH2122,AZD1775,DASATINIB,NCIH2122,0.09815933373237838,3
AZD1775_DASATINIB_NCIH23,AZD1775,DASATINIB,NCIH23,0.10766520883189179,3
AZD1775_DASATINIB_NCIH23,AZD1775,DASATINIB,NCIH23,0.10766520883189179,3
AZD1775_DASATINIB_NCIH460,AZD1775,DASATINIB,NCIH460,0.0834520915674625,3
AZD1775_DASATINIB_NCIH520,AZD1775,DASATINIB,NCIH520,0.04948141270418582,3
AZD1775_DASATINIB_OCUBM,AZD1775,DASATINIB,OCUBM,0.11699345347610249,3
AZD1775_DASATINIB_OV90,AZD1775,DASATINIB,OV90,0.045369554174441926,3
AZD1775_DASATINIB_OVCAR3,AZD1775,DASATINIB,OVCAR3,0.03762234050256465,3
AZD1775_DASATINIB_PA1,AZD1775,DASATINIB,PA1,0.06831513795569266,3
AZD1775_DASATINIB_PA1,AZD1775,DASATINIB,PA1,0.06831513795569266,3
AZD1775_DASATINIB_RKO,AZD1775,DASATINIB,RKO,0.14850221058931073,3
AZD1775_DASATINIB_RPMI7951,AZD1775,DASATINIB,RPMI7951,-0.00024461299989455426,3
AZD1775_DASATINIB_SKMEL30,AZD1775,DASATINIB,SKMEL30,0.09028720111882299,3
AZD1775_DASATINIB_SKMES1,AZD1775,DASATINIB,SKMES1,-0.010312949839833909,3
AZD1775_DASATINIB_SKOV3,AZD1775,DASATINIB,SKOV3,0.008359090896767358,3
AZD1775_DASATINIB_SW620,AZD1775,DASATINIB,SW620,0.20508706912287358,3
AZD1775_DASATINIB_SW620,AZD1775,DASATINIB,SW620,0.20508706912287358,3
AZD1775_DASATINIB_SW837,AZD1775,DASATINIB,SW837,0.06326624992604236,3
AZD1775_DASATINIB_T47D,AZD1775,DASATINIB,T47D,-0.05007321240459822,3
AZD1775_DASATINIB_UACC62,AZD1775,DASATINIB,UACC62,0.07106353461520018,3
AZD1775_DASATINIB_UWB1289BRCA1,AZD1775,DASATINIB,UWB1289BRCA1,-0.02675594270376549,3
AZD1775_DASATINIB_UWB1289,AZD1775,DASATINIB,UWB1289,-0.020076328214605615,3
AZD1775_DASATINIB_VCAP,AZD1775,DASATINIB,VCAP,0.011260089758844329,3
AZD1775_DASATINIB_ZR751,AZD1775,DASATINIB,ZR751,-0.2154986077543737,3
AZD1775_DINACICLIB_A2058,AZD1775,DINACICLIB,A2058,-0.0055300323179778964,0
AZD1775_DINACICLIB_A2780,AZD1775,DINACICLIB,A2780,0.07948401145298997,0
AZD1775_DINACICLIB_A375,AZD1775,DINACICLIB,A375,0.05386448038114533,0
AZD1775_DINACICLIB_A427,AZD1775,DINACICLIB,A427,-6.671294599432977e-05,0
AZD1775_DINACICLIB_CAOV3,AZD1775,DINACICLIB,CAOV3,-0.05406783534389189,0
AZD1775_DINACICLIB_COLO320DM,AZD1775,DINACICLIB,COLO320DM,0.04989679199976586,0
AZD1775_DINACICLIB_DLD1,AZD1775,DINACICLIB,DLD1,0.06564668333283816,0
AZD1775_DINACICLIB_EFM192B,AZD1775,DINACICLIB,EFM192B,-0.03267459807615357,0
AZD1775_DINACICLIB_ES2,AZD1775,DINACICLIB,ES2,0.0012867280946779903,0
AZD1775_DINACICLIB_HCT116,AZD1775,DINACICLIB,HCT116,-0.022113288289253262,0
AZD1775_DINACICLIB_HT144,AZD1775,DINACICLIB,HT144,-0.021609644663924475,0
AZD1775_DINACICLIB_HT29,AZD1775,DINACICLIB,HT29,0.020662468649898923,0
AZD1775_DINACICLIB_KPL1,AZD1775,DINACICLIB,KPL1,-0.0387224905028298,0
AZD1775_DINACICLIB_LNCAP,AZD1775,DINACICLIB,LNCAP,0.1102376642428706,0
AZD1775_DINACICLIB_LOVO,AZD1775,DINACICLIB,LOVO,-0.08685229470833596,0
AZD1775_DINACICLIB_MDAMB436,AZD1775,DINACICLIB,MDAMB436,-0.0029885800935934084,0
AZD1775_DINACICLIB_MSTO,AZD1775,DINACICLIB,MSTO,0.08090103552421524,0
AZD1775_DINACICLIB_NCIH1650,AZD1775,DINACICLIB,NCIH1650,0.05595059953707161,0
AZD1775_DINACICLIB_NCIH2122,AZD1775,DINACICLIB,NCIH2122,0.022097701931397946,0
AZD1775_DINACICLIB_NCIH23,AZD1775,DINACICLIB,NCIH23,-0.05073937764976634,0
AZD1775_DINACICLIB_NCIH460,AZD1775,DINACICLIB,NCIH460,0.0040525362614487834,0
AZD1775_DINACICLIB_NCIH520,AZD1775,DINACICLIB,NCIH520,-0.014662725191932124,0
AZD1775_DINACICLIB_OCUBM,AZD1775,DINACICLIB,OCUBM,0.040270026741770396,0
AZD1775_DINACICLIB_OV90,AZD1775,DINACICLIB,OV90,-0.08275564230562135,0
AZD1775_DINACICLIB_OVCAR3,AZD1775,DINACICLIB,OVCAR3,0.039031015347473046,0
AZD1775_DINACICLIB_PA1,AZD1775,DINACICLIB,PA1,-0.011288926350526154,0
AZD1775_DINACICLIB_RKO,AZD1775,DINACICLIB,RKO,0.03451327034996109,0
AZD1775_DINACICLIB_RPMI7951,AZD1775,DINACICLIB,RPMI7951,-0.009144468519884447,0
AZD1775_DINACICLIB_SKMEL30,AZD1775,DINACICLIB,SKMEL30,-0.025266104149556823,0
AZD1775_DINACICLIB_SKMES1,AZD1775,DINACICLIB,SKMES1,-0.04777183515816379,0
AZD1775_DINACICLIB_SKOV3,AZD1775,DINACICLIB,SKOV3,0.004902492510921907,0
AZD1775_DINACICLIB_SW620,AZD1775,DINACICLIB,SW620,-0.006712435681572404,0
AZD1775_DINACICLIB_SW837,AZD1775,DINACICLIB,SW837,0.06380828780460479,0
AZD1775_DINACICLIB_T47D,AZD1775,DINACICLIB,T47D,-0.014151916190426186,0
AZD1775_DINACICLIB_UACC62,AZD1775,DINACICLIB,UACC62,0.009069540954061449,0
AZD1775_DINACICLIB_UWB1289BRCA1,AZD1775,DINACICLIB,UWB1289BRCA1,-0.048496867442830154,0
AZD1775_DINACICLIB_UWB1289,AZD1775,DINACICLIB,UWB1289,-0.04585725315261574,0
AZD1775_DINACICLIB_VCAP,AZD1775,DINACICLIB,VCAP,0.05573255726413725,0
AZD1775_DINACICLIB_ZR751,AZD1775,DINACICLIB,ZR751,-0.1301580628963058,0
AZD1775_ERLOTINIB_A2058,AZD1775,ERLOTINIB,A2058,0.0499966324698202,3
AZD1775_ERLOTINIB_A2780,AZD1775,ERLOTINIB,A2780,0.09297203915966723,3
AZD1775_ERLOTINIB_A375,AZD1775,ERLOTINIB,A375,0.012604362911314615,3
AZD1775_ERLOTINIB_A427,AZD1775,ERLOTINIB,A427,0.01326994821659487,3
AZD1775_ERLOTINIB_CAOV3,AZD1775,ERLOTINIB,CAOV3,0.019693809060593766,3
AZD1775_ERLOTINIB_COLO320DM,AZD1775,ERLOTINIB,COLO320DM,0.033087977430884194,3
AZD1775_ERLOTINIB_DLD1,AZD1775,ERLOTINIB,DLD1,0.024900012192585228,3
AZD1775_ERLOTINIB_EFM192B,AZD1775,ERLOTINIB,EFM192B,-0.020646668723249842,3
AZD1775_ERLOTINIB_ES2,AZD1775,ERLOTINIB,ES2,0.014797457078185586,3
AZD1775_ERLOTINIB_HCT116,AZD1775,ERLOTINIB,HCT116,-0.04104882614779017,3
AZD1775_ERLOTINIB_HT144,AZD1775,ERLOTINIB,HT144,0.004533035214132508,3
AZD1775_ERLOTINIB_HT29,AZD1775,ERLOTINIB,HT29,0.06516766639422068,3
AZD1775_ERLOTINIB_KPL1,AZD1775,ERLOTINIB,KPL1,0.04196081142355623,3
AZD1775_ERLOTINIB_LNCAP,AZD1775,ERLOTINIB,LNCAP,-0.025852253473817356,3
AZD1775_ERLOTINIB_LOVO,AZD1775,ERLOTINIB,LOVO,-0.08612460710951242,3
AZD1775_ERLOTINIB_MDAMB436,AZD1775,ERLOTINIB,MDAMB436,0.013187556934674372,3
AZD1775_ERLOTINIB_MSTO,AZD1775,ERLOTINIB,MSTO,0.25400913121987656,3
AZD1775_ERLOTINIB_NCIH1650,AZD1775,ERLOTINIB,NCIH1650,-0.01914892821062956,3
AZD1775_ERLOTINIB_NCIH2122,AZD1775,ERLOTINIB,NCIH2122,-0.005740957692232252,3
AZD1775_ERLOTINIB_NCIH23,AZD1775,ERLOTINIB,NCIH23,0.014129900890456897,3
AZD1775_ERLOTINIB_NCIH460,AZD1775,ERLOTINIB,NCIH460,-0.02998662261246389,3
AZD1775_ERLOTINIB_NCIH520,AZD1775,ERLOTINIB,NCIH520,-0.013205302267540589,3
AZD1775_ERLOTINIB_OCUBM,AZD1775,ERLOTINIB,OCUBM,0.08116530504501451,3
AZD1775_ERLOTINIB_OV90,AZD1775,ERLOTINIB,OV90,-0.060857774895376845,3
AZD1775_ERLOTINIB_OVCAR3,AZD1775,ERLOTINIB,OVCAR3,0.026851795218483646,3
AZD1775_ERLOTINIB_PA1,AZD1775,ERLOTINIB,PA1,0.015584673737353956,3
AZD1775_ERLOTINIB_RKO,AZD1775,ERLOTINIB,RKO,-0.011639785821226167,3
AZD1775_ERLOTINIB_RPMI7951,AZD1775,ERLOTINIB,RPMI7951,0.03944915990366525,3
AZD1775_ERLOTINIB_SKMEL30,AZD1775,ERLOTINIB,SKMEL30,-0.021827210248128944,3
AZD1775_ERLOTINIB_SKMES1,AZD1775,ERLOTINIB,SKMES1,-0.013722495903376548,3
AZD1775_ERLOTINIB_SKOV3,AZD1775,ERLOTINIB,SKOV3,0.024290717438733615,3
AZD1775_ERLOTINIB_SW620,AZD1775,ERLOTINIB,SW620,-0.003857086916568976,3
AZD1775_ERLOTINIB_SW837,AZD1775,ERLOTINIB,SW837,0.04939040740837518,3
AZD1775_ERLOTINIB_T47D,AZD1775,ERLOTINIB,T47D,0.025439588945884238,3
AZD1775_ERLOTINIB_UACC62,AZD1775,ERLOTINIB,UACC62,0.04097984425068757,3
AZD1775_ERLOTINIB_UWB1289BRCA1,AZD1775,ERLOTINIB,UWB1289BRCA1,-0.03861347155087837,3
AZD1775_ERLOTINIB_UWB1289,AZD1775,ERLOTINIB,UWB1289,-0.03839581173041817,3
AZD1775_ERLOTINIB_VCAP,AZD1775,ERLOTINIB,VCAP,-0.029949773817108175,3
AZD1775_ERLOTINIB_ZR751,AZD1775,ERLOTINIB,ZR751,-0.1404033509342565,3
AZD1775_GELDANAMYCIN_A2058,AZD1775,GELDANAMYCIN,A2058,0.034841115117424715,1
AZD1775_GELDANAMYCIN_A2780,AZD1775,GELDANAMYCIN,A2780,0.053863536098135024,1
AZD1775_GELDANAMYCIN_A375,AZD1775,GELDANAMYCIN,A375,0.045147306041285806,1
AZD1775_GELDANAMYCIN_A427,AZD1775,GELDANAMYCIN,A427,-0.01813504965261504,1
AZD1775_GELDANAMYCIN_CAOV3,AZD1775,GELDANAMYCIN,CAOV3,0.024910164164100905,1
AZD1775_GELDANAMYCIN_COLO320DM,AZD1775,GELDANAMYCIN,COLO320DM,0.05575105833455621,1
AZD1775_GELDANAMYCIN_DLD1,AZD1775,GELDANAMYCIN,DLD1,0.039866783131261116,1
AZD1775_GELDANAMYCIN_EFM192B,AZD1775,GELDANAMYCIN,EFM192B,-0.047587170936772685,1
AZD1775_GELDANAMYCIN_ES2,AZD1775,GELDANAMYCIN,ES2,0.034585837732470516,1
AZD1775_GELDANAMYCIN_HCT116,AZD1775,GELDANAMYCIN,HCT116,0.060390055798435614,1
AZD1775_GELDANAMYCIN_HT144,AZD1775,GELDANAMYCIN,HT144,0.031009915714260254,1
AZD1775_GELDANAMYCIN_HT29,AZD1775,GELDANAMYCIN,HT29,-0.017874541557032525,1
AZD1775_GELDANAMYCIN_KPL1,AZD1775,GELDANAMYCIN,KPL1,-0.0599048033348342,1
AZD1775_GELDANAMYCIN_LNCAP,AZD1775,GELDANAMYCIN,LNCAP,-0.07551371202680371,1
AZD1775_GELDANAMYCIN_LOVO,AZD1775,GELDANAMYCIN,LOVO,-0.07025153167793863,1
AZD1775_GELDANAMYCIN_MDAMB436,AZD1775,GELDANAMYCIN,MDAMB436,0.021540260261886393,1
AZD1775_GELDANAMYCIN_MSTO,AZD1775,GELDANAMYCIN,MSTO,0.017851429906601532,1
AZD1775_GELDANAMYCIN_NCIH1650,AZD1775,GELDANAMYCIN,NCIH1650,-0.04058752275672996,1
AZD1775_GELDANAMYCIN_NCIH2122,AZD1775,GELDANAMYCIN,NCIH2122,-0.018504311240976207,1
